Contact External ID,First Name,Last Name,Phone,Email,City,Age Band,Source,WhatsApp Opt-in,DND,Journey Stage,Tier,SKU,Subscription Status,Adviser Owner,Income Band,Corpus Band,Savings Band,Aspiration,Signed Up,Reveal Seen,Paid,Data Complete,Plan Built,Plan Read,Last Call,Next Review,Renewal Due,Last Activity,Onboarding %,KYC Status,AA Status,FP Status,IP Status,Actions Done,Actions Total,Consent Valid Till,Source Completeness,Sharpen Count,Last Manual Update,DIFM Prospect Flag,Adviser Continuity,Last Adviser,Profile Fulfilment %,Admin Link,Is Seed Topup
P02761,Nandini,Rajan,9000065931,nandini.rajan.230@example.com,Chennai,35 to 39,community,true,false,S2,free,,,Adviser 01,50 lakhs to 1 crore,1 to 5 crores,"Around 40%, some serious money",Family,2026-09-12,2026-09-12,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02761,false
P02762,Bhavin,Shinde,9000016991,,Pune,30 to 34,corporate_session,true,true,S2,free,,,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-09-11,2026-09-11,,,,,,,,2026-09-12,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02762,false
P02763,Madhura,Jain,9000075595,,Hyderabad,35 to 39,community,true,true,S2,free,,,Adviser 03,25 to 50 lakhs,1 to 5 crores,"Around 25%, meaningful amounts",Freedom,2026-09-20,2026-09-20,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02763,false
P02764,Nidhi,Pawar,9000055613,,Pune,25 to 29,organic,true,false,S1,free,,,Adviser 06,,,,,2026-09-16,,,,,,,,,2026-09-17,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02764,false
P02765,Tejas,Gokhale,9000013374,tejas.gokhale.266@example.com,Pune,30 to 34,community,true,false,S2,free,,,Adviser 06,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Freedom,2026-09-15,2026-09-15,,,,,,,,2026-09-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02765,false
P02767,Vidya,Iyengar,9000086354,,Hyderabad,35 to 39,referral,true,true,S1,free,,,Adviser 01,,,,,2026-09-12,,,,,,,,,2026-09-13,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02767,false
P02768,Sagar,Mehta,9000035329,sagar.mehta.458@example.com,Mumbai,30 to 34,organic,false,false,S17,diy,diy,active,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-09-11,2026-09-11,2026-09-17,,,,,,2026-10-17,2026-09-22,29,verified,not_connected,in_progress,not_started,,,,no,0,2026-09-19T02:00:10+05:30,,off,,54,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02768,false
P02769,Bhavin,Kulkarni,9000092243,bhavin.kulkarni.120@example.com,Mumbai,35 to 39,community,true,false,S1,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",,2026-09-12,,,,,,,,,2026-09-13,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02769,false
P02772,Sudipta,Sen,9000075740,,Noida,25 to 29,corporate_session,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-21,2026-09-21,,,,,,,,2026-09-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02772,false
P02773,Madhura,Patel,9000028121,madhura.patel.709@example.com,Mumbai,25 to 29,web_reveal,false,false,S1,free,,,Adviser 05,,,,,2026-09-15,,,,,,,,,2026-09-15,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02773,false
P02775,Nandini,Iyer,9000068975,,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Freedom,2026-09-12,2026-09-12,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02775,false
P02778,Lakshmi,Iyer,9000037795,,Bengaluru,25 to 29,corporate_session,true,true,S2,free,,,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Freedom,2026-09-15,2026-09-16,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02778,false
P02780,Priya,Chauhan,9000011321,priya.chauhan.337@example.com,Gurugram,30 to 34,community,true,false,S4,diwm,diwm,active,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Family,2026-09-14,2026-09-14,2026-09-15,,,,,,2026-12-14,2026-09-21,70,verified,connected,in_progress,not_started,,,2026-12-15,no,0,2026-09-18T20:49:22+05:30,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02780,false
P02781,Saloni,Patil,9000069341,saloni.patil.389@example.com,Hyderabad,35 to 39,web_reveal,false,false,S2,free,,,Adviser 02,50 lakhs to 1 crore,1 to 5 crores,"More than 40%, I live well below my means",Freedom,2026-09-18,2026-09-18,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02781,false
P02782,Priya,Mishra,9000020779,priya.mishra.225@example.com,Noida,30 to 34,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Freedom,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02782,false
P02785,Rohan,Gill,9000010356,rohan.gill.466@example.com,Gurugram,40 to 44,corporate_session,false,false,S24,diwm,diwm,cancelled,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Legacy,2026-09-13,2026-09-13,2026-09-16,2026-09-20,2026-09-20,,,2026-12-19,,2026-09-22,100,verified,partial,built,ready,0,4,2026-12-16,yes,0,2026-09-20T08:02:10+05:30,,off,,100,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02785,false
P02786,Rohit,Joshi,9000034363,rohit.joshi.842@example.com,Kolkata,40 to 44,community,true,false,S1,free,,,Adviser 06,,,,,2026-09-13,,,,,,,,,2026-09-14,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02786,false
P02787,Janani,Natarajan,9000091611,janani.natarajan.326@example.com,Hyderabad,35 to 39,organic,false,false,S4,diy,diy,active,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Security,2026-09-16,2026-09-18,2026-09-18,,,,,,2026-10-18,2026-09-22,43,verified,connected,in_progress,not_started,,,2026-12-17,no,0,2026-09-21T09:47:58+05:30,,off,,56,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02787,false
P02788,Kunal,Deshmukh,9000068932,kunal.deshmukh.381@example.com,Ahmedabad,30 to 34,web_reveal,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 25%, meaningful amounts",Family,2026-09-17,2026-09-17,,,,,,,,2026-09-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02788,false
P02789,Pooja,Bansal,9000010016,,Gurugram,30 to 34,organic,false,false,S1,free,,,Adviser 06,,,,,2026-09-12,,,,,,,,,2026-09-12,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02789,false
P02790,Gauri,Shinde,9000038395,,Pune,30 to 34,community,true,false,S2,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-15,2026-09-15,,,,,,,,2026-09-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02790,false
P02792,Rajiv,Gowda,9000064036,,Chennai,45 and over,community,false,false,S2,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-15,2026-09-16,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02792,false
P02793,Pooja,Sharma,9000062511,,Gurugram,35 to 39,corporate_session,true,false,S1,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-09-13,,,,,,,,,2026-09-14,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02793,false
P02794,Gayathri,Rao,9000035448,gayathri.rao.277@example.com,Visakhapatnam,35 to 39,web_reveal,true,false,S3,diy,diy,active,Adviser 02,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Generosity,2026-09-15,2026-09-16,2026-09-16,,,,,,2026-10-16,2026-09-20,20,verified,,not_started,not_started,,,,no,0,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02794,false
P02797,Riddhi,Pawar,9000042691,riddhi.pawar.293@example.com,Ahmedabad,30 to 34,web_reveal,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Legacy,2026-09-15,2026-09-15,,,,,,,,2026-09-22,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02797,false
P02800,Saloni,Joshi,9000035682,,Mumbai,30 to 34,community,true,false,S1,free,,,Adviser 02,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",,2026-09-20,,,,,,,,,2026-09-21,0,not_started,,not_started,,,,,,,,,off,,50,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02800,false
P02802,Naveen,Reddy,9000048721,naveen.reddy.577@example.com,Bengaluru,25 to 29,web_reveal,true,false,S2,free,,,Adviser 01,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Freedom,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02802,false
P02803,Aniket,Patil,9000057727,aniket.patil.344@example.com,Mumbai,25 to 29,web_reveal,true,false,S3,diy,diy,active,Adviser 04,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Family,2026-09-13,2026-09-13,2026-09-21,,,,,,2026-10-21,2026-09-22,20,verified,failed,not_started,not_started,,,,no,0,,,off,,52,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02803,false
P02804,Sowmya,Natarajan,9000041880,,Chennai,30 to 34,corporate_session,true,false,S2,free,,,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Security,2026-09-13,2026-09-13,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02804,false
P02806,Vishnu,Srinivasan,9000037760,vishnu.srinivasan.994@example.com,Hyderabad,35 to 39,web_reveal,true,false,S1,free,,,Adviser 01,,,,,2026-09-17,,,,,,,,,2026-09-18,0,not_started,,not_started,,,,,,,,,off,,12,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02806,false
P02807,Vishnu,Pillai,9000061707,vishnu.pillai.346@example.com,Bengaluru,30 to 34,community,true,false,S3,diy,diy,pending_mandate,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-15,2026-09-15,2026-09-22,,,,,,,2026-09-22,20,verified,,not_started,not_started,,,,no,0,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02807,false
P02808,Shreyasi,Pradhan,9000097019,shreyasi.pradhan.423@example.com,Kolkata,35 to 39,community,true,false,S17,diwm,diwm,active,Adviser 06,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-09-19,2026-09-19,2026-09-22,,,,,,2026-12-21,2026-09-22,20,verified,not_connected,not_started,not_started,,,,no,0,,,off,,48,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02808,false
P02810,Sakshi,Agarwal,9000044067,sakshi.agarwal.176@example.com,Gurugram,35 to 39,community,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Generosity,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02810,false
P02811,Sowmya,Balakrishnan,9000048340,,Bengaluru,35 to 39,referral,true,false,S2,free,,,Adviser 04,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Security,2026-09-14,2026-09-16,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02811,false
P02814,Jasleen,Verma,9000076059,jasleen.verma.826@example.com,Delhi,35 to 39,web_reveal,false,false,S2,free,,,Adviser 02,Over 1 crore,Over 5 crores,"More than 40%, I live well below my means",Legacy,2026-09-14,2026-09-14,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02814,false
P02818,Simran,Khanna,9000010517,,Delhi,35 to 39,community,true,false,S1,free,,,Adviser 05,,,,,2026-09-20,,,,,,,,,2026-09-21,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02818,false
P02820,Neha,Agarwal,9000089301,,Gurugram,35 to 39,community,false,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"Around 25%, meaningful amounts",Generosity,2026-09-20,2026-09-20,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02820,false
P02821,Rajarshi,Sahoo,9000011718,rajarshi.sahoo.324@example.com,Kolkata,25 to 29,organic,true,false,S4,diwm,diwm,active,Adviser 04,10 to 25 lakhs,Under 5 lakhs,"More than 40%, I live well below my means",Family,2026-09-15,2026-09-15,2026-09-15,,,,,,2026-10-15,2026-09-21,67,verified,connected,in_progress,not_started,,,2026-12-14,no,0,2026-09-19T02:54:02+05:30,,off,,89,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02821,false
P02822,Janani,Reddy,9000009749,janani.reddy.271@example.com,Kolkata,35 to 39,community,true,false,S3,diy,diy,active,Adviser 04,25 to 50 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-09-15,2026-09-15,2026-09-16,,,,,,2026-12-15,2026-09-19,20,verified,cas_uploaded,not_started,not_started,,,,no,0,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02822,false
P02823,Arun,Pai,9000041100,,Hyderabad,35 to 39,organic,true,false,S1,free,,,Adviser 01,,,,,2026-09-22,,,,,,,,,2026-09-22,0,not_started,,not_started,,,,,,,,,off,,19,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02823,false
P02824,Aakash,Saxena,9000010953,aakash.saxena.318@example.com,Delhi,40 to 44,referral,true,false,S4,diy,diy,pending_mandate,Adviser 05,50 lakhs to 1 crore,1 to 5 crores,"Around 40%, some serious money",Legacy,2026-09-16,2026-09-16,2026-09-21,,,,,,,2026-09-22,66,verified,connected,in_progress,not_started,,,2026-12-20,no,0,2026-09-22T04:56:08+05:30,,off,,78,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02824,false
P02825,Pranav,Bedi,9000049944,,Gurugram,35 to 39,corporate_session,true,false,S2,free,,,Adviser 01,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Legacy,2026-09-14,2026-09-15,,,,,,,,2026-09-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02825,false
P02826,Ishaan,Srivastava,9000049451,,Gurugram,35 to 39,organic,true,false,S2,free,,,Adviser 04,50 lakhs to 1 crore,25 lakhs to 1 crore,"Around 40%, some serious money",Family,2026-09-19,2026-09-20,,,,,,,,2026-09-21,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02826,false
P02828,Hetal,Shah,9000056007,hetal.shah.386@example.com,Bengaluru,30 to 34,community,true,false,S2,free,,,Adviser 03,10 to 25 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Family,2026-09-15,2026-09-15,,,,,,,,2026-09-19,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02828,false
P02829,Urvi,Vora,9000016912,urvi.vora.913@example.com,Pune,30 to 34,community,true,false,S1,free,,,Adviser 01,10 to 25 lakhs,25 lakhs to 1 crore,"Around 40%, some serious money",,2026-09-20,,,,,,,,,2026-09-21,0,not_started,,not_started,,,,,,,,,off,,44,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02829,false
P02830,Janani,Prasad,9000069619,janani.prasad.668@example.com,Bengaluru,25 to 29,web_reveal,false,false,S2,free,,,Adviser 01,10 to 25 lakhs,Under 5 lakhs,"Around 25%, meaningful amounts",Freedom,2026-09-15,2026-09-16,,,,,,,,2026-09-17,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02830,false
P02831,Swathi,Iyengar,9000010980,,Chennai,30 to 34,community,true,false,S1,free,,,Adviser 04,,,,,2026-09-16,,,,,,,,,2026-09-17,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02831,false
P02834,Ganesh,Iyer,9000022867,ganesh.iyer.689@example.com,Bengaluru,35 to 39,web_reveal,true,false,S1,free,,,Adviser 05,,,,,2026-09-18,,,,,,,,,2026-09-19,0,not_started,,not_started,,,,,,,,,off,,25,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02834,false
P02835,Nidhi,Apte,9000011794,,Pune,25 to 29,corporate_session,false,false,S2,free,,,Adviser 01,Under 10 lakhs,5 to 25 lakhs,"More than 40%, I live well below my means",Generosity,2026-09-13,2026-09-14,,,,,,,,2026-09-15,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02835,false
P02837,Hetal,Shah,9000078896,,Pune,30 to 34,organic,true,false,S2,free,,,Adviser 05,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Freedom,2026-09-14,2026-09-15,,,,,,,,2026-09-18,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02837,false
P02839,Heena,Shah,9000058064,heena.shah.618@example.com,Mumbai,25 to 29,web_reveal,false,false,S24,diy,diy,cancelled,Adviser 06,25 to 50 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-18,2026-09-18,2026-09-19,,,,,,,2026-09-21,77,verified,connected,in_progress,not_started,,,2026-12-18,no,0,2026-09-21T01:08:56+05:30,,off,,88,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02839,false
P02843,Aravind,Hegde,9000033959,aravind.hegde.296@example.com,Chennai,35 to 39,community,true,false,S4,diwm,diwm,active,Adviser 03,10 to 25 lakhs,25 lakhs to 1 crore,"More than 40%, I live well below my means",Family,2026-09-17,2026-09-17,2026-09-20,,,,,,2026-12-19,2026-09-22,66,verified,cas_uploaded,in_progress,not_started,,,,no,0,2026-09-22T04:36:19+05:30,,off,,76,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02843,false
P02844,Shalini,Natarajan,9000064833,shalini.natarajan.101@example.com,Mumbai,30 to 34,community,true,false,S2,free,,,Adviser 02,10 to 25 lakhs,5 to 25 lakhs,"Around 40%, some serious money",Legacy,2026-09-16,2026-09-16,,,,,,,,2026-09-20,20,not_started,,not_started,,,,,,,,,off,,62,https://spiffler33.github.io/yeslyf-wireframes/admin_wireframes.html?run=3000&screen=M03&person=P02844,false
